"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"mpdecimal-4.0.1","mpdecimal","4.0.1","","x86_64-linux","/nix/store/mc5phzxsq1a7l15il4zam170y75k8y4v-mpdecimal-4.0.1","['/nix/store/mc5phzxsq1a7l15il4zam170y75k8y4v-mpdecimal-4.0.1']","/nix/store/m80k45px4lm5rqxjic8bpy7m53587q7f-mpdecimal-4.0.1.drv","cpe:2.3:a:mpdecimal:mpdecimal:4.0.1:*:*:*:*:*:*:*","pkg:nix/mpdecimal@4.0.1","","mpdecimal","4.0.1","https://www.bytereef.org/mpdecimal/index.html","False","Library for arbitrary precision decimal floating point arithmetic","bsd2","BSD-2-Clause","KAction@disroot.org"
"ncurses-6.5","ncurses","6.5","/nix/store/wxgpyw9pj7dw8f5876ai4j964frnhiiy-1001-ncurses-Support-gnuabielfv1-2.patch","x86_64-linux","/nix/store/ffyzkisqs4vc4mg28bwwlyqjf8i9ph6b-ncurses-6.5","['/nix/store/ffyzkisqs4vc4mg28bwwlyqjf8i9ph6b-ncurses-6.5']","/nix/store/x2rhvljsyhk653af0rsxfag78p4zvn0a-ncurses-6.5.drv","cpe:2.3:a:ncurses:ncurses:6.5:*:*:*:*:*:*:*","pkg:nix/ncurses@6.5","","ncurses","6.5","https://www.gnu.org/software/ncurses/","False","Free software emulation of curses in SVR4 and more","mit","MIT",""
"nss-cacert-3.123","nss-cacert","3.123","","x86_64-linux","/nix/store/lvak3rg4jmjvy3rxw0w68ylnd0s2r685-nss-cacert-3.123","['/nix/store/lvak3rg4jmjvy3rxw0w68ylnd0s2r685-nss-cacert-3.123']","/nix/store/wqna2fjldsrizvqbfmgfyvb7ab6chskw-nss-cacert-3.123.drv","cpe:2.3:a:nss-cacert:nss-cacert:3.123:*:*:*:*:*:*:*","pkg:nix/nss-cacert@3.123","","nss-cacert","3.123","https://firefox-source-docs.mozilla.org/security/nss/runbooks/rootstore.html#root-store-consumers","False","Bundle of X.509 certificates of public Certificate Authorities (CA)","mpl20","MPL-2.0","fpletz@fnordicwalking.de;nix@lukegb.com"
"openssl-3.6.2","openssl","3.6.2","/nix/store/sq4h6bqjx12v9whvm65pjss25hg1538q-nix-ssl-cert-file.patch /nix/store/cklrwbwi889pp2fdsswdjvn12sdy5i5j-openssl-disable-kernel-detection.patch /nix/store/i58agvhx8bmdjlspgkk4m3ylh5348iim-use-etc-ssl-certs.patch","x86_64-linux","/nix/store/by19gg2pqp2b1gqphdf6bwk2g3hgak79-openssl-3.6.2","['/nix/store/by19gg2pqp2b1gqphdf6bwk2g3hgak79-openssl-3.6.2']","/nix/store/q37afai02ianmgl9vcgk7qybb7krlkp3-openssl-3.6.2.drv","cpe:2.3:a:openssl:openssl:3.6.2:*:*:*:*:*:*:*","pkg:nix/openssl@3.6.2","","openssl","3.6.2","https://www.openssl.org/","False","Cryptographic library that implements the SSL and TLS protocols","asl20","Apache-2.0","theil.markus@gmail.com;ulrik.strid@outlook.com"
"python-app-env","python-app-env","","","x86_64-linux","/nix/store/r7gc5r3096cyrg7wjix4d4pqc3ng9378-python-app-env","['/nix/store/r7gc5r3096cyrg7wjix4d4pqc3ng9378-python-app-env']","/nix/store/nymai4gn6sisdl9xjhkq764a9vsyfj70-python-app-env.drv","cpe:2.3:a:python-app-env:python-app-env::*:*:*:*:*:*:*","pkg:nix/python-app-env","","","","","","","","",""
"python-app-src","python-app-src","","","x86_64-linux","/nix/store/pmmlr3izp1is6vk4kdc8byb78hdr2lam-python-app-src","['/nix/store/pmmlr3izp1is6vk4kdc8byb78hdr2lam-python-app-src']","/nix/store/niamsjj65lai3yirdlljjpfqx9n06bxb-python-app-src.drv","cpe:2.3:a:python-app-src:python-app-src::*:*:*:*:*:*:*","pkg:nix/python-app-src","","","","","","","","",""
"python3-3.13.12","python3-3.13.12","","","","/nix/store/sdfysgb89zdysrknjavcr0crs4qxpk8r-python3-3.13.12","['/nix/store/sdfysgb89zdysrknjavcr0crs4qxpk8r-python3-3.13.12']","/nix/store/32kp3kg9pilpgxzdpw857v0hp29g0n4i-python3-3.13.12.drv","cpe:2.3:a:python3-3.13.12:python3-3.13.12::*:*:*:*:*:*:*","pkg:nix/python3-3.13.12","","python3","3.13.12","https://www.python.org","False","High-level dynamically-typed programming language","psfl","Python-2.0","hexa@darmstadt.ccc.de;nixpkgs@natsukium.com"
"python3-3.13.12-env","python3-3.13.12-env","","","x86_64-linux","/nix/store/cs98xrwk2s8nabc8sfxckgcxvvppda8y-python3-3.13.12-env","['/nix/store/cs98xrwk2s8nabc8sfxckgcxvvppda8y-python3-3.13.12-env']","/nix/store/gqg3s9mszrnzkq2qpda2sqbnxln0z6xr-python3-3.13.12-env.drv","cpe:2.3:a:python3-3.13.12-env:python3-3.13.12-env::*:*:*:*:*:*:*","pkg:nix/python3-3.13.12-env","","python3","3.13.12-env","https://www.python.org","False","High-level dynamically-typed programming language","psfl","Python-2.0","hexa@darmstadt.ccc.de;nixpkgs@natsukium.com"
"python3.13-blinker-1.9.0","python3.13-blinker","1.9.0","","x86_64-linux","/nix/store/zwb97crmx8wr7ni34qrsr5a399706g3k-python3.13-blinker-1.9.0","['/nix/store/zwb97crmx8wr7ni34qrsr5a399706g3k-python3.13-blinker-1.9.0']","/nix/store/ps6x2yw8b0iirrpd9xgj4fkxgaawq7jn-python3.13-blinker-1.9.0.drv","cpe:2.3:a:python3.13-blinker:python3.13-blinker:1.9.0:*:*:*:*:*:*:*","pkg:nix/python3.13-blinker@1.9.0","","python3.13-blinker","1.9.0","https://github.com/pallets-eco/blinker/","False","Fast Python in-process signal/event dispatching system","mit","MIT",""
"python3.13-certifi-2025.07.14","python3.13-certifi","2025.07.14","/nix/store/vdy988n46ylxfd3765qcm2rlmvy9ckxy-env.patch","x86_64-linux","/nix/store/yzxpzs2bqlzrzkzg1r446sh52l5hx7ym-python3.13-certifi-2025.07.14","['/nix/store/yzxpzs2bqlzrzkzg1r446sh52l5hx7ym-python3.13-certifi-2025.07.14']","/nix/store/75i7zy2v9ci2ya4j68cwv7mms8rawphx-python3.13-certifi-2025.07.14.drv","cpe:2.3:a:python3.13-certifi:python3.13-certifi:2025.07.14:*:*:*:*:*:*:*","pkg:nix/python3.13-certifi@2025.07.14","","python3.13-certifi","2025.07.14","https://github.com/certifi/python-certifi","False","Python package for providing Mozilla's CA Bundle","isc","ISC","koral@mailoo.org"
"python3.13-charset-normalizer-3.4.3","python3.13-charset-normalizer","3.4.3","","x86_64-linux","/nix/store/hs2npnkf2zq5s9j71d9d27658wajs32y-python3.13-charset-normalizer-3.4.3","['/nix/store/hs2npnkf2zq5s9j71d9d27658wajs32y-python3.13-charset-normalizer-3.4.3']","/nix/store/j2f65jx6p1x4v262807i85djhfxig7mp-python3.13-charset-normalizer-3.4.3.drv","cpe:2.3:a:python3.13-charset-normalizer:python3.13-charset-normalizer:3.4.3:*:*:*:*:*:*:*","pkg:nix/python3.13-charset-normalizer@3.4.3","","python3.13-charset-normalizer","3.4.3","https://charset-normalizer.readthedocs.io/","False","Python module for encoding and language detection","mit","MIT","mail@fabian-affolter.ch"
"python3.13-click-8.2.1","python3.13-click","8.2.1","/nix/store/7h2yj1xv3zmjwzldjic4mppq1ndr6bl8-fix-SystemExit-when-using-stdin.patch","x86_64-linux","/nix/store/hp26syvbv8ji968mf6qg9d0iw7r4qvvb-python3.13-click-8.2.1","['/nix/store/hp26syvbv8ji968mf6qg9d0iw7r4qvvb-python3.13-click-8.2.1']","/nix/store/cs48wnvvj6wx9lawrgf8m286njym1avs-python3.13-click-8.2.1.drv","cpe:2.3:a:python3.13-click:python3.13-click:8.2.1:*:*:*:*:*:*:*","pkg:nix/python3.13-click@8.2.1","","python3.13-click","8.2.1","https://click.palletsprojects.com/","False","Create beautiful command line interfaces in Python","bsd3","BSD-3-Clause","nickcao@nichi.co"
"python3.13-flask-3.1.2","python3.13-flask","3.1.2","","x86_64-linux","/nix/store/ixzn8h14gfl2863p6wlwazgmplfzy6cf-python3.13-flask-3.1.2","['/nix/store/ixzn8h14gfl2863p6wlwazgmplfzy6cf-python3.13-flask-3.1.2']","/nix/store/hm1jxmgwkfsvj61hzzd826kq5y0n7aic-python3.13-flask-3.1.2.drv","cpe:2.3:a:python3.13-flask:python3.13-flask:3.1.2:*:*:*:*:*:*:*","pkg:nix/python3.13-flask@3.1.2","","python3.13-flask","3.1.2","https://flask.palletsprojects.com/","False","Python micro framework for building web applications","bsd3","BSD-3-Clause","nickcao@nichi.co"
"python3.13-idna-3.11","python3.13-idna","3.11","","x86_64-linux","/nix/store/yq173az5zm0y4y3x6d9k9xdgnpxr2bsj-python3.13-idna-3.11","['/nix/store/yq173az5zm0y4y3x6d9k9xdgnpxr2bsj-python3.13-idna-3.11']","/nix/store/jgks0zix859wpzvaq5mnck1rz5pqrchh-python3.13-idna-3.11.drv","cpe:2.3:a:python3.13-idna:python3.13-idna:3.11:*:*:*:*:*:*:*","pkg:nix/python3.13-idna@3.11","","python3.13-idna","3.11","https://github.com/kjd/idna/","False","Internationalized Domain Names in Applications (IDNA)","bsd3","BSD-3-Clause","rschuetz17@gmail.com"
"python3.13-itsdangerous-2.2.0","python3.13-itsdangerous","2.2.0","","x86_64-linux","/nix/store/xvzvp2c7f6ncfq82aa2sfkhj0rsxqfk3-python3.13-itsdangerous-2.2.0","['/nix/store/xvzvp2c7f6ncfq82aa2sfkhj0rsxqfk3-python3.13-itsdangerous-2.2.0']","/nix/store/ngq6hc58bqk9k8ynmqldwblp5scmr7ic-python3.13-itsdangerous-2.2.0.drv","cpe:2.3:a:python3.13-itsdangerous:python3.13-itsdangerous:2.2.0:*:*:*:*:*:*:*","pkg:nix/python3.13-itsdangerous@2.2.0","","python3.13-itsdangerous","2.2.0","https://itsdangerous.palletsprojects.com","False","Safely pass data to untrusted environments and back","bsd3","BSD-3-Clause",""
"python3.13-jinja2-3.1.6","python3.13-jinja2","3.1.6","","x86_64-linux","/nix/store/klja9pw7mzpygg232rmj1h4ci73n4kkb-python3.13-jinja2-3.1.6","['/nix/store/klja9pw7mzpygg232rmj1h4ci73n4kkb-python3.13-jinja2-3.1.6']","/nix/store/lcgg6bipbvb56vrylwmvw7xjd7is0ks4-python3.13-jinja2-3.1.6.drv","cpe:2.3:a:python3.13-jinja2:python3.13-jinja2:3.1.6:*:*:*:*:*:*:*","pkg:nix/python3.13-jinja2@3.1.6","","python3.13-jinja2","3.1.6","https://jinja.palletsprojects.com","False","Very fast and expressive template engine","bsd3","BSD-3-Clause","nixos@nbp.name"
"python3.13-markupsafe-3.0.3","python3.13-markupsafe","3.0.3","","x86_64-linux","/nix/store/djf2xicpbw95c9v5q1igdgb5b7gd2w0v-python3.13-markupsafe-3.0.3","['/nix/store/djf2xicpbw95c9v5q1igdgb5b7gd2w0v-python3.13-markupsafe-3.0.3']","/nix/store/ca2kl191hxdjlfink0mx5is6z7v9dl6m-python3.13-markupsafe-3.0.3.drv","cpe:2.3:a:python3.13-markupsafe:python3.13-markupsafe:3.0.3:*:*:*:*:*:*:*","pkg:nix/python3.13-markupsafe@3.0.3","","python3.13-markupsafe","3.0.3","https://palletsprojects.com/p/markupsafe/","False","Implements a XML/HTML/XHTML Markup safe string","bsd3","BSD-3-Clause",""
"python3.13-requests-2.33.1","python3.13-requests","2.33.1","","x86_64-linux","/nix/store/rhpkvb02ign5i85wb4kbff7mpv3cvfs9-python3.13-requests-2.33.1","['/nix/store/rhpkvb02ign5i85wb4kbff7mpv3cvfs9-python3.13-requests-2.33.1']","/nix/store/yxkq15i1s38ss5qab2rgxh70g5vdjlnf-python3.13-requests-2.33.1.drv","cpe:2.3:a:python3.13-requests:python3.13-requests:2.33.1:*:*:*:*:*:*:*","pkg:nix/python3.13-requests@2.33.1","","python3.13-requests","2.33.1","http://docs.python-requests.org/","False","HTTP library for Python","asl20","Apache-2.0","mail@fabian-affolter.ch"
"python3.13-urllib3-2.5.0","python3.13-urllib3","2.5.0","/nix/store/f03r3qb0xpn2x1wwx7nfwpi7hwv4cfkc-CVE-2025-66471.patch /nix/store/a75h902kcryiqd0566yzy5mdnj80a7al-CVE-2025-66418.patch","x86_64-linux","/nix/store/9j9a37lnpxhpb19yb5m92szm369w531b-python3.13-urllib3-2.5.0","['/nix/store/9j9a37lnpxhpb19yb5m92szm369w531b-python3.13-urllib3-2.5.0']","/nix/store/xywl90cdcrynfqg9g64hcv1hwv7p3r0v-python3.13-urllib3-2.5.0.drv","cpe:2.3:a:python3.13-urllib3:python3.13-urllib3:2.5.0:*:*:*:*:*:*:*","pkg:nix/python3.13-urllib3@2.5.0","","python3.13-urllib3","2.5.0","https://github.com/urllib3/urllib3","False","Powerful, user-friendly HTTP client for Python","mit","MIT","mail@fabian-affolter.ch"
"python3.13-werkzeug-3.1.4","python3.13-werkzeug","3.1.4","","x86_64-linux","/nix/store/cgjgd3l3xpk26f3ziwl6j63p9ax2wq9v-python3.13-werkzeug-3.1.4","['/nix/store/cgjgd3l3xpk26f3ziwl6j63p9ax2wq9v-python3.13-werkzeug-3.1.4']","/nix/store/svm7f14aws0d4js8d9lg3i3pa5qcvdys-python3.13-werkzeug-3.1.4.drv","cpe:2.3:a:python3.13-werkzeug:python3.13-werkzeug:3.1.4:*:*:*:*:*:*:*","pkg:nix/python3.13-werkzeug@3.1.4","","python3.13-werkzeug","3.1.4","https://palletsprojects.com/p/werkzeug/","False","Comprehensive WSGI web application library","bsd3","BSD-3-Clause",""
"readline-8.3p1","readline","8.3p1","/nix/store/bw6aa38615ww5karcn8kslsf5hxgz412-link-against-ncurses.patch /nix/store/0v7w62jca8nw6w31zs4y2805jj670f6p-no-arch_only-8.2.patch /nix/store/x8zb2br5nij14z3a8yki2yah25yd3pya-readline83-001","x86_64-linux","/nix/store/brb97wgi4lld4km09dy5cnklkjr48fdq-readline-8.3p1","['/nix/store/brb97wgi4lld4km09dy5cnklkjr48fdq-readline-8.3p1']","/nix/store/qf9msmd1a4vpcqh48ddpkhgxf5258zcl-readline-8.3p1.drv","cpe:2.3:a:gnu:readline:8.3p1:*:*:*:*:*:*:*","pkg:nix/readline@8.3p1","","readline","8.3p1","https://savannah.gnu.org/projects/readline/","False","Library for interactive line editing","gpl3Plus","GPL-3.0-or-later","w@wdtz.org"
"sqlite-3.50.4","sqlite","3.50.4","","x86_64-linux","/nix/store/p0070ky52z5qq0s7815dc93v1xh9bnd4-sqlite-3.50.4","['/nix/store/p0070ky52z5qq0s7815dc93v1xh9bnd4-sqlite-3.50.4']","/nix/store/vlram0d6f0byn5bpzf3iaai70mz7d7vr-sqlite-3.50.4.drv","cpe:2.3:a:sqlite:sqlite:3.50.4:*:*:*:*:*:*:*","pkg:nix/sqlite@3.50.4","","sqlite","3.50.4","https://www.sqlite.org/","False","Self-contained, serverless, zero-configuration, transactional SQL database engine","publicDomain","","np.nix@nicolaspouillard.fr"
"tzdata-2026a","tzdata","2026a","","x86_64-linux","/nix/store/hvcpzbmw8hq5fzb424g9z6kkzhyx2iaw-tzdata-2026a","['/nix/store/hvcpzbmw8hq5fzb424g9z6kkzhyx2iaw-tzdata-2026a']","/nix/store/cn9283yp4imlbl93cap0g2k3lj65ijn6-tzdata-2026a.drv","cpe:2.3:a:tzdata:tzdata:2026a:*:*:*:*:*:*:*","pkg:nix/tzdata@2026a","","tzdata","2026a","http://www.iana.org/time-zones","False","Database of current and historical time zones","bsd3;publicDomain","BSD-3-Clause","nix@ajs124.de;fpletz@fnordicwalking.de"
"util-linux-minimal-2.41.4","util-linux-minimal","2.41.4","/nix/store/1j9sp0yd6jbcbkwsc5a826rxqy3lk6vh-rtcwake-search-PATH-for-shutdown.patch /nix/store/p5x2kc9iqgc17p3cl7f3gsqx50rigrc4-pam_lastlog2-add-lpam-to-Makemodule.am.patch /nix/store/1qbnm716m96aih10msn9f7dfzm1myza7-CVE-2026-3184.patch","x86_64-linux","/nix/store/9zsji41jrng73x96ik8xgaz6i9qny5gs-util-linux-minimal-2.41.4","['/nix/store/c1g2l2ki0rgf30amwkd2jag992qkv8qm-util-linux-minimal-2.41.4-lib']","/nix/store/dc1jwf230xmlayv0xf71s1qdi47j306j-util-linux-minimal-2.41.4.drv","cpe:2.3:a:util-linux-minimal:util-linux-minimal:2.41.4:*:*:*:*:*:*:*","pkg:nix/util-linux-minimal@2.41.4","","util-linux-minimal","2.41.4","https://www.kernel.org/pub/linux/utils/util-linux/","False","Set of system utilities for Linux","gpl2Only;gpl2Plus;gpl3Plus;lgpl21Plus;bsd3;bsdOriginalUC;publicDomain","GPL-2.0-only;GPL-2.0-or-later;GPL-3.0-or-later;LGPL-2.1-or-later;BSD-3-Clause;BSD-4-Clause-UC","me+nixpkgs@numin.it"
"xgcc-14.3.0","xgcc","14.3.0","/nix/store/9577hmdlmhki67cg8ar85cvidyg7xr7p-gcc-12-no-sys-dirs.patch /nix/store/7x6bimj6ipi6ag859gi2fc6by87x37j7-no-sys-dirs-riscv.patch /nix/store/xpplvxiwb4li2qd5nvhyd2mngrpna0ya-mangle-NIX_STORE-in-__FILE__.patch /nix/store/632b0y5mkcdwbsw2g3xh5qznw2vv5axr-ppc-musl.patch /nix/store/3cj8qm3xjz1g5f7qnnxlc95i9imkicbk-cfi_startproc-reorder-label-14-1.diff","x86_64-linux","/nix/store/nvv5arlnf72xkvpnmnw78ywgdnvx92q3-xgcc-14.3.0","['/nix/store/fv5lgysa3hmf3l3dkkpwvndcg6xwhy8m-xgcc-14.3.0-libgcc']","/nix/store/k3yfb24asq152abydbqg56mdzq9q4bqy-xgcc-14.3.0.drv","cpe:2.3:a:xgcc:xgcc:14.3.0:*:*:*:*:*:*:*","pkg:nix/xgcc@14.3.0","","","","","","","","",""
"xz-5.8.3","xz","5.8.3","","x86_64-linux","/nix/store/pgkgcrhsdiz08rinb4crlcykd5fj15l2-xz-5.8.3","['/nix/store/pgkgcrhsdiz08rinb4crlcykd5fj15l2-xz-5.8.3']","/nix/store/x7lvv35rrhnycg6bkgc7vhdkiac4v1qf-xz-5.8.3.drv","cpe:2.3:a:xz:xz:5.8.3:*:*:*:*:*:*:*","pkg:nix/xz@5.8.3","","xz","5.8.3","https://tukaani.org/xz/","False","General-purpose data compression software, successor of LZMA","gpl2Plus;lgpl21Plus","GPL-2.0-or-later;LGPL-2.1-or-later","s.vanderburg@tudelft.nl"
"zlib-1.3.2","zlib","1.3.2","","x86_64-linux","/nix/store/lf793zr9yfa0dpph8jlxbbdnvnahvq8b-zlib-1.3.2","['/nix/store/lf793zr9yfa0dpph8jlxbbdnvnahvq8b-zlib-1.3.2']","/nix/store/h8hg2j62442an223yqr1dqsk1l5vmjv1-zlib-1.3.2.drv","cpe:2.3:a:zlib:zlib:1.3.2:*:*:*:*:*:*:*","pkg:nix/zlib@1.3.2","","zlib","1.3.2","https://zlib.net","False","Lossless data-compression library","zlib","Zlib",""
