"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"20_no_Werror.diff","20_no_Werror.diff","","","x86_64-linux","/nix/store/bc7m55pspgg4hi6kwxa8cv7j83c90qnf-20_no_Werror.diff","['/nix/store/bc7m55pspgg4hi6kwxa8cv7j83c90qnf-20_no_Werror.diff']","/nix/store/64xwh816d2fcb0hx0kxafhmshbq7qr4k-20_no_Werror.diff.drv","cpe:2.3:a:20_no_Werror.diff:20_no_Werror.diff::*:*:*:*:*:*:*","pkg:nix/20_no_Werror.diff","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/20_no_Werror.diff?inline=false","","","","","","","",""
"2251737b3b175925684ec0d37029ff4cb521d302.patch","2251737b3b175925684ec0d37029ff4cb521d302.patch","","","x86_64-linux","/nix/store/69r3ndjh54d113qzxl9ipn12j6g00lms-2251737b3b175925684ec0d37029ff4cb521d302.patch","['/nix/store/69r3ndjh54d113qzxl9ipn12j6g00lms-2251737b3b175925684ec0d37029ff4cb521d302.patch']","/nix/store/rx77nwcb9919n5mr30czqycvwv4lf8bp-2251737b3b175925684ec0d37029ff4cb521d302.patch.drv","cpe:2.3:a:2251737b3b175925684ec0d37029ff4cb521d302.patch:2251737b3b175925684ec0d37029ff4cb521d302.patch::*:*:*:*:*:*:*","pkg:nix/2251737b3b175925684ec0d37029ff4cb521d302.patch","https://github.com/libsndfile/libsndfile/commit/2251737b3b175925684ec0d37029ff4cb521d302.patch","","","","","","","",""
"28-cve-2022-0529-and-cve-2022-0530.patch","28-cve-2022-0529-and-cve-2022-0530.patch","","","x86_64-linux","/nix/store/00yq93apw768qlfmhpk0j40ps7plmxd8-28-cve-2022-0529-and-cve-2022-0530.patch","['/nix/store/00yq93apw768qlfmhpk0j40ps7plmxd8-28-cve-2022-0529-and-cve-2022-0530.patch']","/nix/store/93fa2bjdw7rr3a6gcaqk2alp752fz5bq-28-cve-2022-0529-and-cve-2022-0530.patch.drv","cpe:2.3:a:28-cve-2022-0529-and-cve-2022-0530.patch:28-cve-2022-0529-and-cve-2022-0530.patch::*:*:*:*:*:*:*","pkg:nix/28-cve-2022-0529-and-cve-2022-0530.patch","https://sources.debian.org/data/main/u/unzip/6.0-27/debian/patches/28-cve-2022-0529-and-cve-2022-0530.patch https://web.archive.org/web/20230106200319/https://sources.debian.org/data/main/u/unzip/6.0-27/debian/patches/28-cve-2022-0529-and-cve-2022-0530.patch","","","","","","","",""
"28fe52651eb8096d97d6bd3a97b3168522ba5306.patch","28fe52651eb8096d97d6bd3a97b3168522ba5306.patch","","","x86_64-linux","/nix/store/2mdhcci64zcy4a5g87xfr4wk1mrg1kck-28fe52651eb8096d97d6bd3a97b3168522ba5306.patch","['/nix/store/2mdhcci64zcy4a5g87xfr4wk1mrg1kck-28fe52651eb8096d97d6bd3a97b3168522ba5306.patch']","/nix/store/0vig1a8sfkwfpdgifrqd8mg05qgaxscf-28fe52651eb8096d97d6bd3a97b3168522ba5306.patch.drv","cpe:2.3:a:28fe52651eb8096d97d6bd3a97b3168522ba5306.patch:28fe52651eb8096d97d6bd3a97b3168522ba5306.patch::*:*:*:*:*:*:*","pkg:nix/28fe52651eb8096d97d6bd3a97b3168522ba5306.patch","https://github.com/mquinson/po4a/commit/28fe52651eb8096d97d6bd3a97b3168522ba5306.patch","","","","","","","",""
"2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch","2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch","","","x86_64-linux","/nix/store/a9y61skwaiqlsfwafxcr8kr7vg4vfdw8-2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch","['/nix/store/a9y61skwaiqlsfwafxcr8kr7vg4vfdw8-2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch']","/nix/store/a7njydzspdhhxjls9q8grjags7n8axhc-2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch.drv","cpe:2.3:a:2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch:2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch::*:*:*:*:*:*:*","pkg:nix/2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch","https://github.com/html5lib/html5lib-python/commit/2c19b9899ab3a3e8bd0ca35e5d78544334204169.patch","","","","","","","",""
"30_ag_macros.m4_syntax_error.diff","30_ag_macros.m4_syntax_error.diff","","","x86_64-linux","/nix/store/043d9iml3yx66qwik40w0zvvrvf3qmqm-30_ag_macros.m4_syntax_error.diff","['/nix/store/043d9iml3yx66qwik40w0zvvrvf3qmqm-30_ag_macros.m4_syntax_error.diff']","/nix/store/j2bpav73q5gqkqsps7dq15bhxdrf4llz-30_ag_macros.m4_syntax_error.diff.drv","cpe:2.3:a:30_ag_macros.m4_syntax_error.diff:30_ag_macros.m4_syntax_error.diff::*:*:*:*:*:*:*","pkg:nix/30_ag_macros.m4_syntax_error.diff","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/30_ag_macros.m4_syntax_error.diff?inline=false","","","","","","","",""
"31_allow_overriding_AGexe_for_crossbuild.diff","31_allow_overriding_AGexe_for_crossbuild.diff","","","x86_64-linux","/nix/store/mlirsl8w3691vbrhqxrv9135q01bayx6-31_allow_overriding_AGexe_for_crossbuild.diff","['/nix/store/mlirsl8w3691vbrhqxrv9135q01bayx6-31_allow_overriding_AGexe_for_crossbuild.diff']","/nix/store/7mbw5i6q5y6bqhyxp0j0i7dif7zad5x5-31_allow_overriding_AGexe_for_crossbuild.diff.drv","cpe:2.3:a:31_allow_overriding_AGexe_for_crossbuild.diff:31_allow_overriding_AGexe_for_crossbuild.diff::*:*:*:*:*:*:*","pkg:nix/31_allow_overriding_AGexe_for_crossbuild.diff","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/31_allow_overriding_AGexe_for_crossbuild.diff?inline=false","","","","","","","",""
"3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch","3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch","","","x86_64-linux","/nix/store/qyj1kss8sblv3zyhmzdycbrjg77madvl-3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch","['/nix/store/qyj1kss8sblv3zyhmzdycbrjg77madvl-3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch']","/nix/store/nzrr7c5yfnbhdbch4dm0wn97s1vvvwcn-3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch.drv","cpe:2.3:a:3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch:3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch::*:*:*:*:*:*:*","pkg:nix/3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch","https://gitlab.com/libeigen/eigen/-/commit/3e1367a3b5efcdc8ce716db77a322cedeb5e01b4.patch","","","","","","","",""
"40_suse_01-autogen-catch-race-error.patch","40_suse_01-autogen-catch-race-error.patch","","","x86_64-linux","/nix/store/ay4iwjn1vlfvr452gq0jf7a0a9fcqzag-40_suse_01-autogen-catch-race-error.patch","['/nix/store/ay4iwjn1vlfvr452gq0jf7a0a9fcqzag-40_suse_01-autogen-catch-race-error.patch']","/nix/store/a0nha72p5swaprqx47nw2lxdpmavsg7l-40_suse_01-autogen-catch-race-error.patch.drv","cpe:2.3:a:40_suse_01-autogen-catch-race-error.patch:40_suse_01-autogen-catch-race-error.patch::*:*:*:*:*:*:*","pkg:nix/40_suse_01-autogen-catch-race-error.patch","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/40_suse_01-autogen-catch-race-error.patch?inline=false","","","","","","","",""
"40_suse_03-gcc9-fix-wrestrict.patch","40_suse_03-gcc9-fix-wrestrict.patch","","","x86_64-linux","/nix/store/gvy9ncwv6xrjqlrqgbnximzy50w2rrmr-40_suse_03-gcc9-fix-wrestrict.patch","['/nix/store/gvy9ncwv6xrjqlrqgbnximzy50w2rrmr-40_suse_03-gcc9-fix-wrestrict.patch']","/nix/store/3idm0in96n0h1qlid8lpjk8znrx8jks1-40_suse_03-gcc9-fix-wrestrict.patch.drv","cpe:2.3:a:40_suse_03-gcc9-fix-wrestrict.patch:40_suse_03-gcc9-fix-wrestrict.patch::*:*:*:*:*:*:*","pkg:nix/40_suse_03-gcc9-fix-wrestrict.patch","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/40_suse_03-gcc9-fix-wrestrict.patch?inline=false","","","","","","","",""
"40_suse_05-sprintf-overflow.patch","40_suse_05-sprintf-overflow.patch","","","x86_64-linux","/nix/store/qf1nb78dwr43g07cry8kyq4wzs68k2hy-40_suse_05-sprintf-overflow.patch","['/nix/store/qf1nb78dwr43g07cry8kyq4wzs68k2hy-40_suse_05-sprintf-overflow.patch']","/nix/store/701micg8rphmlb0ga85g2m6ri1pq2la5-40_suse_05-sprintf-overflow.patch.drv","cpe:2.3:a:40_suse_05-sprintf-overflow.patch:40_suse_05-sprintf-overflow.patch::*:*:*:*:*:*:*","pkg:nix/40_suse_05-sprintf-overflow.patch","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/40_suse_05-sprintf-overflow.patch?inline=false","","","","","","","",""
"40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch","40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch","","","x86_64-linux","/nix/store/5983yb506n5k4nbl8vml689ymnpng7dd-40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch","['/nix/store/5983yb506n5k4nbl8vml689ymnpng7dd-40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch']","/nix/store/gqjgzfhqanhm49vgikg87xm0q015324l-40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch.drv","cpe:2.3:a:40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch:40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch::*:*:*:*:*:*:*","pkg:nix/40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch","https://salsa.debian.org/debian/autogen/-/raw/debian/1%255.18.16-5/debian/patches/40_suse_06-autogen-avoid-GCC-code-analysis-bug.patch?inline=false","","","","","","","",""
"40c1ccf3432a6787be1801ced721540e34c6cd87.patch","40c1ccf3432a6787be1801ced721540e34c6cd87.patch","","","x86_64-linux","/nix/store/pp94c5dqr68l6v0k116z33ivfn3laz5q-40c1ccf3432a6787be1801ced721540e34c6cd87.patch","['/nix/store/pp94c5dqr68l6v0k116z33ivfn3laz5q-40c1ccf3432a6787be1801ced721540e34c6cd87.patch']","/nix/store/3kmylj5vjg0bn4ks8il0kvf3m9rrjfan-40c1ccf3432a6787be1801ced721540e34c6cd87.patch.drv","cpe:2.3:a:40c1ccf3432a6787be1801ced721540e34c6cd87.patch:40c1ccf3432a6787be1801ced721540e34c6cd87.patch::*:*:*:*:*:*:*","pkg:nix/40c1ccf3432a6787be1801ced721540e34c6cd87.patch","https://github.com/pexpect/ptyprocess/commit/40c1ccf3432a6787be1801ced721540e34c6cd87.patch","","","","","","","",""
"62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch","62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch","","","x86_64-linux","/nix/store/9p7v8cbgacimv4v78yq4c83jfpdwbq8s-62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch","['/nix/store/9p7v8cbgacimv4v78yq4c83jfpdwbq8s-62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch']","/nix/store/3g3ysr426k4f1sd116v67284nbaib1p8-62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch.drv","cpe:2.3:a:62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch:62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch::*:*:*:*:*:*:*","pkg:nix/62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch","https://gitlab.gnome.org/GNOME/gdk-pixbuf/-/commit/62b8f9fd0bb3b862823cd34afce4b389fbd27569.patch","","","","","","","",""
"63996e427b4470c7b99b0f4cafb94839ea3670b6.patch","63996e427b4470c7b99b0f4cafb94839ea3670b6.patch","","","x86_64-linux","/nix/store/pcf6ph86qyrdww6iv7bw8hd5krjy9afi-63996e427b4470c7b99b0f4cafb94839ea3670b6.patch","['/nix/store/pcf6ph86qyrdww6iv7bw8hd5krjy9afi-63996e427b4470c7b99b0f4cafb94839ea3670b6.patch']","/nix/store/7sdskswdvhlxxh8i42klxsjb5ss7r8lr-63996e427b4470c7b99b0f4cafb94839ea3670b6.patch.drv","cpe:2.3:a:63996e427b4470c7b99b0f4cafb94839ea3670b6.patch:63996e427b4470c7b99b0f4cafb94839ea3670b6.patch::*:*:*:*:*:*:*","pkg:nix/63996e427b4470c7b99b0f4cafb94839ea3670b6.patch","https://github.com/boostorg/context/commit/63996e427b4470c7b99b0f4cafb94839ea3670b6.patch","","","","","","","",""
"7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch","7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch","","","x86_64-linux","/nix/store/2shqjvap92dwqrm93myrp39n9iv11j5j-7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch","['/nix/store/2shqjvap92dwqrm93myrp39n9iv11j5j-7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch']","/nix/store/0xfpr056km8a2cnyia4fnxyhwcmv6qcb-7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch.drv","cpe:2.3:a:7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch:7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch::*:*:*:*:*:*:*","pkg:nix/7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch","https://github.com/python/mypy/commit/7534898319cb7f16738c11e4bc1bdcef0eb13c38.patch","","","","","","","",""
"883630f76cbf512003b81de25cd96cb75c6cf0f9.patch","883630f76cbf512003b81de25cd96cb75c6cf0f9.patch","","","x86_64-linux","/nix/store/q0mydkf1y32bbsmw10lybc0add0p2qgj-883630f76cbf512003b81de25cd96cb75c6cf0f9.patch","['/nix/store/q0mydkf1y32bbsmw10lybc0add0p2qgj-883630f76cbf512003b81de25cd96cb75c6cf0f9.patch']","/nix/store/r7sx60j7dnqy8g9xlzjm84x0rqqb1r5i-883630f76cbf512003b81de25cd96cb75c6cf0f9.patch.drv","cpe:2.3:a:883630f76cbf512003b81de25cd96cb75c6cf0f9.patch:883630f76cbf512003b81de25cd96cb75c6cf0f9.patch::*:*:*:*:*:*:*","pkg:nix/883630f76cbf512003b81de25cd96cb75c6cf0f9.patch","https://github.com/libevent/libevent/commit/883630f76cbf512003b81de25cd96cb75c6cf0f9.patch","","","","","","","",""
"?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7","?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7","","","x86_64-linux","/nix/store/dygy9w5kqqijfq3zp7p8j0dmdk1bpd3l-?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7","['/nix/store/dygy9w5kqqijfq3zp7p8j0dmdk1bpd3l-?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7']","/nix/store/l6f3jcgs4ls74qkl6mf3frv8hml4nims-?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7.drv","cpe:2.3:a:?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7:?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7::*:*:*:*:*:*:*","pkg:nix/%3Fid%3Dd628b3bfe40338d4efff6b0ae50f250a0eb884c7","https://git.kernel.org/pub/scm/libs/libcap/libcap.git/patch/?id=d628b3bfe40338d4efff6b0ae50f250a0eb884c7","","","","","","","",""
"App-FatPacker-0.010008.tar.gz","App-FatPacker-0.010008.tar.gz","","","x86_64-linux","/nix/store/77z1kympclzldfpjh8jf08hn5wqck4zg-App-FatPacker-0.010008.tar.gz","['/nix/store/77z1kympclzldfpjh8jf08hn5wqck4zg-App-FatPacker-0.010008.tar.gz']","/nix/store/z0grpz1g395jnxmqizm1qm1zhmjz6j4b-App-FatPacker-0.010008.tar.gz.drv","cpe:2.3:a:App-FatPacker-0.010008.tar.gz:App-FatPacker-0.010008.tar.gz::*:*:*:*:*:*:*","pkg:nix/App-FatPacker-0.010008.tar.gz","mirror://cpan/authors/id/M/MS/MSTROUT/App-FatPacker-0.010008.tar.gz","","","","","","","",""
"B-COW-0.007.tar.gz","B-COW-0.007.tar.gz","","","x86_64-linux","/nix/store/q4vw86b9qb8z3b3nyv3a8hhdjchfcqlz-B-COW-0.007.tar.gz","['/nix/store/q4vw86b9qb8z3b3nyv3a8hhdjchfcqlz-B-COW-0.007.tar.gz']","/nix/store/8n0mb8x9dhcznmmi6phrv0b98kdsv1fy-B-COW-0.007.tar.gz.drv","cpe:2.3:a:B-COW-0.007.tar.gz:B-COW-0.007.tar.gz::*:*:*:*:*:*:*","pkg:nix/B-COW-0.007.tar.gz","mirror://cpan/authors/id/A/AT/ATOOMIC/B-COW-0.007.tar.gz","","","","","","","",""
"CPAN-Meta-Check-0.018.tar.gz","CPAN-Meta-Check-0.018.tar.gz","","","x86_64-linux","/nix/store/c1hd6a1pmkgs42my4ghsm6rpqm65536q-CPAN-Meta-Check-0.018.tar.gz","['/nix/store/c1hd6a1pmkgs42my4ghsm6rpqm65536q-CPAN-Meta-Check-0.018.tar.gz']","/nix/store/33d5xy88yv32fz299pyhziajqkl7f5fd-CPAN-Meta-Check-0.018.tar.gz.drv","cpe:2.3:a:CPAN-Meta-Check-0.018.tar.gz:CPAN-Meta-Check-0.018.tar.gz::*:*:*:*:*:*:*","pkg:nix/CPAN-Meta-Check-0.018.tar.gz","mirror://cpan/authors/id/L/LE/LEONT/CPAN-Meta-Check-0.018.tar.gz","","","","","","","",""
"CUnit-2.1-3","CUnit","2.1-3","","x86_64-linux","/nix/store/w30h7v2mjnq800468al3hk7c3bxlxz3g-CUnit-2.1-3","['/nix/store/w30h7v2mjnq800468al3hk7c3bxlxz3g-CUnit-2.1-3']","/nix/store/6rsd0whiadh2fry2ixi059qy1gpxg6v7-CUnit-2.1-3.drv","cpe:2.3:a:CUnit:CUnit:2.1-3:*:*:*:*:*:*:*","pkg:nix/CUnit@2.1-3","","CUnit","2.1-3","https://cunit.sourceforge.net/","False","Unit Testing Framework for C","lgpl2","LGPL-2.0",""
