"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"crate-tracing-0.1.40.tar.gz","crate-tracing-0.1.40.tar.gz","","","x86_64-linux","/nix/store/fy74sjm3vnvbgfmfwh5xzxc0knb02m0h-crate-tracing-0.1.40.tar.gz","['/nix/store/fy74sjm3vnvbgfmfwh5xzxc0knb02m0h-crate-tracing-0.1.40.tar.gz']","/nix/store/fzwrfnnnldvxh1vf29csd9x1yqaqy2xd-crate-tracing-0.1.40.tar.gz.drv","cpe:2.3:a:crate-tracing-0.1.40.tar.gz:crate-tracing-0.1.40.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-tracing-0.1.40.tar.gz","https://crates.io/api/v1/crates/tracing/0.1.40/download","","","","","","","",""
"crate-tracing-attributes-0.1.27.tar.gz","crate-tracing-attributes-0.1.27.tar.gz","","","x86_64-linux","/nix/store/vrj9zy2yajxsgaqm56ikfvq380j9r3h4-crate-tracing-attributes-0.1.27.tar.gz","['/nix/store/vrj9zy2yajxsgaqm56ikfvq380j9r3h4-crate-tracing-attributes-0.1.27.tar.gz']","/nix/store/gvjnm6bhckimy64503sgdhgh8v1cfznb-crate-tracing-attributes-0.1.27.tar.gz.drv","cpe:2.3:a:crate-tracing-attributes-0.1.27.tar.gz:crate-tracing-attributes-0.1.27.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-tracing-attributes-0.1.27.tar.gz","https://crates.io/api/v1/crates/tracing-attributes/0.1.27/download","","","","","","","",""
"crate-tracing-core-0.1.32.tar.gz","crate-tracing-core-0.1.32.tar.gz","","","x86_64-linux","/nix/store/w0n0ygg3rp7rcl5yz1idajj0jnhfbw2r-crate-tracing-core-0.1.32.tar.gz","['/nix/store/w0n0ygg3rp7rcl5yz1idajj0jnhfbw2r-crate-tracing-core-0.1.32.tar.gz']","/nix/store/dk6ggisxnbmmgn21waccsmbal0b24wbi-crate-tracing-core-0.1.32.tar.gz.drv","cpe:2.3:a:crate-tracing-core-0.1.32.tar.gz:crate-tracing-core-0.1.32.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-tracing-core-0.1.32.tar.gz","https://crates.io/api/v1/crates/tracing-core/0.1.32/download","","","","","","","",""
"crate-tracing-futures-0.2.5.tar.gz","crate-tracing-futures-0.2.5.tar.gz","","","x86_64-linux","/nix/store/rxmfk73jzp5gjp22wqa4qgf827px8nsd-crate-tracing-futures-0.2.5.tar.gz","['/nix/store/rxmfk73jzp5gjp22wqa4qgf827px8nsd-crate-tracing-futures-0.2.5.tar.gz']","/nix/store/lp179va8n20iwmxgl6grnp84k6mkr1m1-crate-tracing-futures-0.2.5.tar.gz.drv","cpe:2.3:a:crate-tracing-futures-0.2.5.tar.gz:crate-tracing-futures-0.2.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-tracing-futures-0.2.5.tar.gz","https://crates.io/api/v1/crates/tracing-futures/0.2.5/download","","","","","","","",""
"crate-typenum-1.17.0.tar.gz","crate-typenum-1.17.0.tar.gz","","","x86_64-linux","/nix/store/an8b8x4sc3bbdw5qa2fa5b6869zh12lm-crate-typenum-1.17.0.tar.gz","['/nix/store/an8b8x4sc3bbdw5qa2fa5b6869zh12lm-crate-typenum-1.17.0.tar.gz']","/nix/store/zd0bnf8yz58nxyvrvrvmzjgaz7fwjwmr-crate-typenum-1.17.0.tar.gz.drv","cpe:2.3:a:crate-typenum-1.17.0.tar.gz:crate-typenum-1.17.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-typenum-1.17.0.tar.gz","https://crates.io/api/v1/crates/typenum/1.17.0/download","","","","","","","",""
"crate-unicode-bidi-0.3.15.tar.gz","crate-unicode-bidi-0.3.15.tar.gz","","","x86_64-linux","/nix/store/v8bpybp2mwqawjjhab0hk7wi6lw6gqlp-crate-unicode-bidi-0.3.15.tar.gz","['/nix/store/v8bpybp2mwqawjjhab0hk7wi6lw6gqlp-crate-unicode-bidi-0.3.15.tar.gz']","/nix/store/z3aakfw9dcvdvlqbhggqacfcl49w31i0-crate-unicode-bidi-0.3.15.tar.gz.drv","cpe:2.3:a:crate-unicode-bidi-0.3.15.tar.gz:crate-unicode-bidi-0.3.15.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-unicode-bidi-0.3.15.tar.gz","https://crates.io/api/v1/crates/unicode-bidi/0.3.15/download","","","","","","","",""
"crate-unicode-ident-1.0.12.tar.gz","crate-unicode-ident-1.0.12.tar.gz","","","x86_64-linux","/nix/store/dy0adjii99kmq025x06wy8dws05nnzdh-crate-unicode-ident-1.0.12.tar.gz","['/nix/store/dy0adjii99kmq025x06wy8dws05nnzdh-crate-unicode-ident-1.0.12.tar.gz']","/nix/store/cgrp5wfhb509mk3fb4fkxpb24bq746pv-crate-unicode-ident-1.0.12.tar.gz.drv","cpe:2.3:a:crate-unicode-ident-1.0.12.tar.gz:crate-unicode-ident-1.0.12.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-unicode-ident-1.0.12.tar.gz","https://crates.io/api/v1/crates/unicode-ident/1.0.12/download","","","","","","","",""
"crate-unicode-normalization-0.1.23.tar.gz","crate-unicode-normalization-0.1.23.tar.gz","","","x86_64-linux","/nix/store/g5wxadb9zbl9akaj76wf53a828xhzlah-crate-unicode-normalization-0.1.23.tar.gz","['/nix/store/g5wxadb9zbl9akaj76wf53a828xhzlah-crate-unicode-normalization-0.1.23.tar.gz']","/nix/store/n65lk1ycldwxcwh87ay45h2px7x3kn31-crate-unicode-normalization-0.1.23.tar.gz.drv","cpe:2.3:a:crate-unicode-normalization-0.1.23.tar.gz:crate-unicode-normalization-0.1.23.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-unicode-normalization-0.1.23.tar.gz","https://crates.io/api/v1/crates/unicode-normalization/0.1.23/download","","","","","","","",""
"crate-url-2.5.0.tar.gz","crate-url-2.5.0.tar.gz","","","x86_64-linux","/nix/store/4j6qxqkrfahm0qf3y0zxgfpz3dhyk3fg-crate-url-2.5.0.tar.gz","['/nix/store/4j6qxqkrfahm0qf3y0zxgfpz3dhyk3fg-crate-url-2.5.0.tar.gz']","/nix/store/db1n69s9ic8mnhy3hh6qpcqysxiyx8sm-crate-url-2.5.0.tar.gz.drv","cpe:2.3:a:crate-url-2.5.0.tar.gz:crate-url-2.5.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-url-2.5.0.tar.gz","https://crates.io/api/v1/crates/url/2.5.0/download","","","","","","","",""
"crate-utf8parse-0.2.1.tar.gz","crate-utf8parse-0.2.1.tar.gz","","","x86_64-linux","/nix/store/qz95sy48w3z6h1dr81q4zds9zk0jv05d-crate-utf8parse-0.2.1.tar.gz","['/nix/store/qz95sy48w3z6h1dr81q4zds9zk0jv05d-crate-utf8parse-0.2.1.tar.gz']","/nix/store/8amrcvih1ggbyp3vwz3mcwynq52spq0d-crate-utf8parse-0.2.1.tar.gz.drv","cpe:2.3:a:crate-utf8parse-0.2.1.tar.gz:crate-utf8parse-0.2.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-utf8parse-0.2.1.tar.gz","https://crates.io/api/v1/crates/utf8parse/0.2.1/download","","","","","","","",""
"crate-vcpkg-0.2.15.tar.gz","crate-vcpkg-0.2.15.tar.gz","","","x86_64-linux","/nix/store/icxxvsrkma7nd8y66gazydpnz2zlh91q-crate-vcpkg-0.2.15.tar.gz","['/nix/store/icxxvsrkma7nd8y66gazydpnz2zlh91q-crate-vcpkg-0.2.15.tar.gz']","/nix/store/h17yyf71fvjqs1di3v6plsck147rq38y-crate-vcpkg-0.2.15.tar.gz.drv","cpe:2.3:a:crate-vcpkg-0.2.15.tar.gz:crate-vcpkg-0.2.15.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-vcpkg-0.2.15.tar.gz","https://crates.io/api/v1/crates/vcpkg/0.2.15/download","","","","","","","",""
"crate-version_check-0.9.4.tar.gz","crate-version_check-0.9.4.tar.gz","","","x86_64-linux","/nix/store/wgb92dygni4zgy6l63xlb8636wf5708w-crate-version_check-0.9.4.tar.gz","['/nix/store/wgb92dygni4zgy6l63xlb8636wf5708w-crate-version_check-0.9.4.tar.gz']","/nix/store/jk6w8l9x1d87kqa6h8ks4y3wwhqdra90-crate-version_check-0.9.4.tar.gz.drv","cpe:2.3:a:crate-version_check-0.9.4.tar.gz:crate-version_check-0.9.4.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-version_check-0.9.4.tar.gz","https://crates.io/api/v1/crates/version_check/0.9.4/download","","","","","","","",""
"crate-waker-fn-1.1.1.tar.gz","crate-waker-fn-1.1.1.tar.gz","","","x86_64-linux","/nix/store/im7x23hxvgyhckampx6q1i4f39mb1ncc-crate-waker-fn-1.1.1.tar.gz","['/nix/store/im7x23hxvgyhckampx6q1i4f39mb1ncc-crate-waker-fn-1.1.1.tar.gz']","/nix/store/hlgsysf64pjg4v7j6jhwmzmharjyw5f0-crate-waker-fn-1.1.1.tar.gz.drv","cpe:2.3:a:crate-waker-fn-1.1.1.tar.gz:crate-waker-fn-1.1.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-waker-fn-1.1.1.tar.gz","https://crates.io/api/v1/crates/waker-fn/1.1.1/download","","","","","","","",""
"crate-walkdir-2.5.0.tar.gz","crate-walkdir-2.5.0.tar.gz","","","x86_64-linux","/nix/store/81scc6dqqxyl6cdy6m4sz539h4xrgm7n-crate-walkdir-2.5.0.tar.gz","['/nix/store/81scc6dqqxyl6cdy6m4sz539h4xrgm7n-crate-walkdir-2.5.0.tar.gz']","/nix/store/x9ilcc1wf9q3wp57sljhjv5lcdy07ga8-crate-walkdir-2.5.0.tar.gz.drv","cpe:2.3:a:crate-walkdir-2.5.0.tar.gz:crate-walkdir-2.5.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-walkdir-2.5.0.tar.gz","https://crates.io/api/v1/crates/walkdir/2.5.0/download","","","","","","","",""
"crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz","crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz","","","x86_64-linux","/nix/store/if4xchqqrp81llpamivy2brs9chr78vx-crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz","['/nix/store/if4xchqqrp81llpamivy2brs9chr78vx-crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz']","/nix/store/0da6ha1q7y594xm7b2p2f5cwvqvk7wgg-crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz.drv","cpe:2.3:a:crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz:crate-wasi-0.11.0+wasi-snapshot-preview1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-wasi-0.11.0%2Bwasi-snapshot-preview1.tar.gz","https://crates.io/api/v1/crates/wasi/0.11.0+wasi-snapshot-preview1/download","","","","","","","",""
"crate-winapi-0.3.9.tar.gz","crate-winapi-0.3.9.tar.gz","","","x86_64-linux","/nix/store/y98jfdgzs4cl1irps0n3mpfcs2hsjwmy-crate-winapi-0.3.9.tar.gz","['/nix/store/y98jfdgzs4cl1irps0n3mpfcs2hsjwmy-crate-winapi-0.3.9.tar.gz']","/nix/store/5837i9hv82bpxk41z2xj60lyyspj51ph-crate-winapi-0.3.9.tar.gz.drv","cpe:2.3:a:crate-winapi-0.3.9.tar.gz:crate-winapi-0.3.9.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-winapi-0.3.9.tar.gz","https://crates.io/api/v1/crates/winapi/0.3.9/download","","","","","","","",""
"crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz","crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz","","","x86_64-linux","/nix/store/2hc42dz3z0rxnkpbnhwfynapfhzs0gm7-crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz","['/nix/store/2hc42dz3z0rxnkpbnhwfynapfhzs0gm7-crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz']","/nix/store/cy3a31fzqav9mzgr2kjgi447lh5kh3s6-crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz.drv","cpe:2.3:a:crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz:crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-winapi-i686-pc-windows-gnu-0.4.0.tar.gz","https://crates.io/api/v1/crates/winapi-i686-pc-windows-gnu/0.4.0/download","","","","","","","",""
"crate-winapi-util-0.1.6.tar.gz","crate-winapi-util-0.1.6.tar.gz","","","x86_64-linux","/nix/store/8mi3cj5vx37alik4ya068zrw5lmaz5cj-crate-winapi-util-0.1.6.tar.gz","['/nix/store/8mi3cj5vx37alik4ya068zrw5lmaz5cj-crate-winapi-util-0.1.6.tar.gz']","/nix/store/kwlmbg8x59bcd205xjx5sjb99zmfaszk-crate-winapi-util-0.1.6.tar.gz.drv","cpe:2.3:a:crate-winapi-util-0.1.6.tar.gz:crate-winapi-util-0.1.6.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-winapi-util-0.1.6.tar.gz","https://crates.io/api/v1/crates/winapi-util/0.1.6/download","","","","","","","",""
"crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz","crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz","","","x86_64-linux","/nix/store/w5rmjm1zr9k8pbz9m1qnpnr8xczwlkdz-crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz","['/nix/store/w5rmjm1zr9k8pbz9m1qnpnr8xczwlkdz-crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz']","/nix/store/653xnb0hp32dkzl272lp70m3s9vxmca5-crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz.drv","cpe:2.3:a:crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz:crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-winapi-x86_64-pc-windows-gnu-0.4.0.tar.gz","https://crates.io/api/v1/crates/winapi-x86_64-pc-windows-gnu/0.4.0/download","","","","","","","",""
"crate-windows-sys-0.48.0.tar.gz","crate-windows-sys-0.48.0.tar.gz","","","x86_64-linux","/nix/store/kpsc2f0d8r3v1d3d19cs3blqg25b6m90-crate-windows-sys-0.48.0.tar.gz","['/nix/store/kpsc2f0d8r3v1d3d19cs3blqg25b6m90-crate-windows-sys-0.48.0.tar.gz']","/nix/store/36jr5g6rlidvi2079ngh26crv57hc6n5-crate-windows-sys-0.48.0.tar.gz.drv","cpe:2.3:a:crate-windows-sys-0.48.0.tar.gz:crate-windows-sys-0.48.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows-sys-0.48.0.tar.gz","https://crates.io/api/v1/crates/windows-sys/0.48.0/download","","","","","","","",""
"crate-windows-sys-0.52.0.tar.gz","crate-windows-sys-0.52.0.tar.gz","","","x86_64-linux","/nix/store/0633iy2cnv50x6fbm9i0l9n9rp93f1f8-crate-windows-sys-0.52.0.tar.gz","['/nix/store/0633iy2cnv50x6fbm9i0l9n9rp93f1f8-crate-windows-sys-0.52.0.tar.gz']","/nix/store/las4pxk3kf1y91f2yhqyigbb1n6rp3mg-crate-windows-sys-0.52.0.tar.gz.drv","cpe:2.3:a:crate-windows-sys-0.52.0.tar.gz:crate-windows-sys-0.52.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows-sys-0.52.0.tar.gz","https://crates.io/api/v1/crates/windows-sys/0.52.0/download","","","","","","","",""
"crate-windows-targets-0.48.5.tar.gz","crate-windows-targets-0.48.5.tar.gz","","","x86_64-linux","/nix/store/g9psm1sdk87zhr6gxq16yksba9azp7z5-crate-windows-targets-0.48.5.tar.gz","['/nix/store/g9psm1sdk87zhr6gxq16yksba9azp7z5-crate-windows-targets-0.48.5.tar.gz']","/nix/store/a9h5zr612mcb110ik3s201znfxzqdf2w-crate-windows-targets-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows-targets-0.48.5.tar.gz:crate-windows-targets-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows-targets-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows-targets/0.48.5/download","","","","","","","",""
"crate-windows-targets-0.52.5.tar.gz","crate-windows-targets-0.52.5.tar.gz","","","x86_64-linux","/nix/store/b3mp00nx57r8b3ybbwkdl1pbkkh3zkgq-crate-windows-targets-0.52.5.tar.gz","['/nix/store/b3mp00nx57r8b3ybbwkdl1pbkkh3zkgq-crate-windows-targets-0.52.5.tar.gz']","/nix/store/07n90invg2jwb02jsp0lb4zvic9idpfv-crate-windows-targets-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows-targets-0.52.5.tar.gz:crate-windows-targets-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows-targets-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows-targets/0.52.5/download","","","","","","","",""
"crate-windows_aarch64_gnullvm-0.48.5.tar.gz","crate-windows_aarch64_gnullvm-0.48.5.tar.gz","","","x86_64-linux","/nix/store/pd95syfvb8ndmy91lkwmbcm6gar1nvxm-crate-windows_aarch64_gnullvm-0.48.5.tar.gz","['/nix/store/pd95syfvb8ndmy91lkwmbcm6gar1nvxm-crate-windows_aarch64_gnullvm-0.48.5.tar.gz']","/nix/store/w8l691vimhmlbryp93jicbpqacs68shs-crate-windows_aarch64_gnullvm-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_aarch64_gnullvm-0.48.5.tar.gz:crate-windows_aarch64_gnullvm-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_aarch64_gnullvm-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_aarch64_gnullvm/0.48.5/download","","","","","","","",""
"crate-windows_aarch64_gnullvm-0.52.5.tar.gz","crate-windows_aarch64_gnullvm-0.52.5.tar.gz","","","x86_64-linux","/nix/store/jvv7qzwlxd3lhngp30ca95fcr58dn8mp-crate-windows_aarch64_gnullvm-0.52.5.tar.gz","['/nix/store/jvv7qzwlxd3lhngp30ca95fcr58dn8mp-crate-windows_aarch64_gnullvm-0.52.5.tar.gz']","/nix/store/lj61pn42qhn8fhz6mgp87q6hnqka1m6n-crate-windows_aarch64_gnullvm-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_aarch64_gnullvm-0.52.5.tar.gz:crate-windows_aarch64_gnullvm-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_aarch64_gnullvm-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_aarch64_gnullvm/0.52.5/download","","","","","","","",""
"crate-windows_aarch64_msvc-0.48.5.tar.gz","crate-windows_aarch64_msvc-0.48.5.tar.gz","","","x86_64-linux","/nix/store/na2qsfi2fbn3aykwhqjkvsblqzrqkj42-crate-windows_aarch64_msvc-0.48.5.tar.gz","['/nix/store/na2qsfi2fbn3aykwhqjkvsblqzrqkj42-crate-windows_aarch64_msvc-0.48.5.tar.gz']","/nix/store/8b9n27rj70jmcra36wslkl9wib5gq500-crate-windows_aarch64_msvc-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_aarch64_msvc-0.48.5.tar.gz:crate-windows_aarch64_msvc-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_aarch64_msvc-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_aarch64_msvc/0.48.5/download","","","","","","","",""
"crate-windows_aarch64_msvc-0.52.5.tar.gz","crate-windows_aarch64_msvc-0.52.5.tar.gz","","","x86_64-linux","/nix/store/2935z51m6k8di1rca9pq9l0q784s79jx-crate-windows_aarch64_msvc-0.52.5.tar.gz","['/nix/store/2935z51m6k8di1rca9pq9l0q784s79jx-crate-windows_aarch64_msvc-0.52.5.tar.gz']","/nix/store/3fiignw0rq32m5hsw2apg9jr31gg0cq7-crate-windows_aarch64_msvc-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_aarch64_msvc-0.52.5.tar.gz:crate-windows_aarch64_msvc-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_aarch64_msvc-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_aarch64_msvc/0.52.5/download","","","","","","","",""
"crate-windows_i686_gnu-0.48.5.tar.gz","crate-windows_i686_gnu-0.48.5.tar.gz","","","x86_64-linux","/nix/store/8x8kj9i0ari0ps4vpg459qy6v2i3z1z3-crate-windows_i686_gnu-0.48.5.tar.gz","['/nix/store/8x8kj9i0ari0ps4vpg459qy6v2i3z1z3-crate-windows_i686_gnu-0.48.5.tar.gz']","/nix/store/8i10lwaj7cjpr8l4yad12yvs7hwfsl8b-crate-windows_i686_gnu-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_i686_gnu-0.48.5.tar.gz:crate-windows_i686_gnu-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_i686_gnu-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_i686_gnu/0.48.5/download","","","","","","","",""
"crate-windows_i686_gnu-0.52.5.tar.gz","crate-windows_i686_gnu-0.52.5.tar.gz","","","x86_64-linux","/nix/store/lgp0cd1vdhcazhys9r17jz6mfxas5x9g-crate-windows_i686_gnu-0.52.5.tar.gz","['/nix/store/lgp0cd1vdhcazhys9r17jz6mfxas5x9g-crate-windows_i686_gnu-0.52.5.tar.gz']","/nix/store/pfrn883l4qzvn6ls1vs6swg2p5l31nkm-crate-windows_i686_gnu-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_i686_gnu-0.52.5.tar.gz:crate-windows_i686_gnu-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_i686_gnu-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_i686_gnu/0.52.5/download","","","","","","","",""
"crate-windows_i686_gnullvm-0.52.5.tar.gz","crate-windows_i686_gnullvm-0.52.5.tar.gz","","","x86_64-linux","/nix/store/c10akarh0k69hzf90a5g57msdqnlr1ir-crate-windows_i686_gnullvm-0.52.5.tar.gz","['/nix/store/c10akarh0k69hzf90a5g57msdqnlr1ir-crate-windows_i686_gnullvm-0.52.5.tar.gz']","/nix/store/zsm3bcvnr3s8icrjax2r0ak7njgj5ih0-crate-windows_i686_gnullvm-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_i686_gnullvm-0.52.5.tar.gz:crate-windows_i686_gnullvm-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_i686_gnullvm-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_i686_gnullvm/0.52.5/download","","","","","","","",""
"crate-windows_i686_msvc-0.48.5.tar.gz","crate-windows_i686_msvc-0.48.5.tar.gz","","","x86_64-linux","/nix/store/kk1gpwai4lhfkrs0pnfs01zda47x27hl-crate-windows_i686_msvc-0.48.5.tar.gz","['/nix/store/kk1gpwai4lhfkrs0pnfs01zda47x27hl-crate-windows_i686_msvc-0.48.5.tar.gz']","/nix/store/qpgcdr9gwz3s0bs6wvw0k6chh8p97dpa-crate-windows_i686_msvc-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_i686_msvc-0.48.5.tar.gz:crate-windows_i686_msvc-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_i686_msvc-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_i686_msvc/0.48.5/download","","","","","","","",""
"crate-windows_i686_msvc-0.52.5.tar.gz","crate-windows_i686_msvc-0.52.5.tar.gz","","","x86_64-linux","/nix/store/2f4qx79i0ljj162jprk6f0yxvja4v1r2-crate-windows_i686_msvc-0.52.5.tar.gz","['/nix/store/2f4qx79i0ljj162jprk6f0yxvja4v1r2-crate-windows_i686_msvc-0.52.5.tar.gz']","/nix/store/s898z5kq6jch77ab64y8x27xqm2va1b4-crate-windows_i686_msvc-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_i686_msvc-0.52.5.tar.gz:crate-windows_i686_msvc-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_i686_msvc-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_i686_msvc/0.52.5/download","","","","","","","",""
"crate-windows_x86_64_gnu-0.48.5.tar.gz","crate-windows_x86_64_gnu-0.48.5.tar.gz","","","x86_64-linux","/nix/store/p104jdsk334d0inga84q84i8fc11lbap-crate-windows_x86_64_gnu-0.48.5.tar.gz","['/nix/store/p104jdsk334d0inga84q84i8fc11lbap-crate-windows_x86_64_gnu-0.48.5.tar.gz']","/nix/store/bkhs7lw4284j6bwh21jkgnwx2lfjcb01-crate-windows_x86_64_gnu-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_x86_64_gnu-0.48.5.tar.gz:crate-windows_x86_64_gnu-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_x86_64_gnu-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_x86_64_gnu/0.48.5/download","","","","","","","",""
"crate-windows_x86_64_gnu-0.52.5.tar.gz","crate-windows_x86_64_gnu-0.52.5.tar.gz","","","x86_64-linux","/nix/store/l5409jxm69mw4mdsj7s3lkdj6pr4m6dc-crate-windows_x86_64_gnu-0.52.5.tar.gz","['/nix/store/l5409jxm69mw4mdsj7s3lkdj6pr4m6dc-crate-windows_x86_64_gnu-0.52.5.tar.gz']","/nix/store/fhgbqp0ijc45v33imdhzfrjsz4wdy09h-crate-windows_x86_64_gnu-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_x86_64_gnu-0.52.5.tar.gz:crate-windows_x86_64_gnu-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_x86_64_gnu-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_x86_64_gnu/0.52.5/download","","","","","","","",""
"crate-windows_x86_64_gnullvm-0.48.5.tar.gz","crate-windows_x86_64_gnullvm-0.48.5.tar.gz","","","x86_64-linux","/nix/store/jkrn0acpz1vph9k385xy6xx2a0i967y7-crate-windows_x86_64_gnullvm-0.48.5.tar.gz","['/nix/store/jkrn0acpz1vph9k385xy6xx2a0i967y7-crate-windows_x86_64_gnullvm-0.48.5.tar.gz']","/nix/store/wnacvf71q5ca67qm05qfahqxpc801vi9-crate-windows_x86_64_gnullvm-0.48.5.tar.gz.drv","cpe:2.3:a:crate-windows_x86_64_gnullvm-0.48.5.tar.gz:crate-windows_x86_64_gnullvm-0.48.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_x86_64_gnullvm-0.48.5.tar.gz","https://crates.io/api/v1/crates/windows_x86_64_gnullvm/0.48.5/download","","","","","","","",""
"crate-windows_x86_64_gnullvm-0.52.5.tar.gz","crate-windows_x86_64_gnullvm-0.52.5.tar.gz","","","x86_64-linux","/nix/store/83ycw980p8gz75jdb6kg52lk2qvzkxa9-crate-windows_x86_64_gnullvm-0.52.5.tar.gz","['/nix/store/83ycw980p8gz75jdb6kg52lk2qvzkxa9-crate-windows_x86_64_gnullvm-0.52.5.tar.gz']","/nix/store/nahq5saiywcm10dgxbd6lv1xkiwv7xv9-crate-windows_x86_64_gnullvm-0.52.5.tar.gz.drv","cpe:2.3:a:crate-windows_x86_64_gnullvm-0.52.5.tar.gz:crate-windows_x86_64_gnullvm-0.52.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-windows_x86_64_gnullvm-0.52.5.tar.gz","https://crates.io/api/v1/crates/windows_x86_64_gnullvm/0.52.5/download","","","","","","","",""
